00000000,none,0.0,0,Genesis
86f6b164b0b0ba7b0baa587639ea9500a8c3c8e563c4eebf0653973ca9d61c4d,73c52e968e164b46b8d79bdfb0d542fbf761f5b07fc2fd3cfabd275eae8353cb,1008.9515180255327,23,0
36b718da03f97aa5ad21c81dc6145fe44d895e4c2f056194233138f49779aab1,5cd7c2446ae4149387cdd2017760a7d71f4c779a4ac931dda95022029324a6fd,1457.6681729356446,24,1
f703cc2aac29639be2f991b031a5d7f307109d494a49dfead9607f62d52ded4b,86f6b164b0b0ba7b0baa587639ea9500a8c3c8e563c4eebf0653973ca9d61c4d,1027.7578561267555,24,0
146140ea17b050244aeaf9045c09ab81cdc216a2d6a08305d7bc1e53cbd2327e,36b718da03f97aa5ad21c81dc6145fe44d895e4c2f056194233138f49779aab1,1506.309060130732,25,1
3b28b5bd5f694e3a9c810fd462bf7ab50b343c41b845d9a7618a934f09fff893,f703cc2aac29639be2f991b031a5d7f307109d494a49dfead9607f62d52ded4b,1088.3285579269125,25,0
a051de711652cdadcf4b2b9e4bda705a1f06ee026bb86fe33688c07aadf5d5b1,146140ea17b050244aeaf9045c09ab81cdc216a2d6a08305d7bc1e53cbd2327e,1544.9419060742164,26,1
abe338ac51d0c5701be3bf66980b76229144e2ef63aa27660985d2237dc6b8ab,3b28b5bd5f694e3a9c810fd462bf7ab50b343c41b845d9a7618a934f09fff893,1130.2114633016492,26,0
b54fafc1dc5e5d077a90961680f62a9b62c9e96613fe2d0590a73d0756d5061b,a051de711652cdadcf4b2b9e4bda705a1f06ee026bb86fe33688c07aadf5d5b1,1578.5272111506395,27,1
7d8c3345ad03b959603769212be30d18a29ee2acc75f93933e6dfaa6f586d5af,abe338ac51d0c5701be3bf66980b76229144e2ef63aa27660985d2237dc6b8ab,1163.3265978943398,27,0
b3d1ca3d2fa8dc5c25952f9872d5397716857597d414175d6549463b0960feb3,b54fafc1dc5e5d077a90961680f62a9b62c9e96613fe2d0590a73d0756d5061b,1635.0555166613779,28,1
5c00c168154f442323b00ff6f5a7fe7613f57d19cff67fdb9db8e2278e6ed83d,7d8c3345ad03b959603769212be30d18a29ee2acc75f93933e6dfaa6f586d5af,1319.3498439663006,28,0
b7365a25b864f38fc55ffe725749d05a515c7813dd2ed956a8c23d2c4f19cf56,b3d1ca3d2fa8dc5c25952f9872d5397716857597d414175d6549463b0960feb3,1670.8481401145013,29,1
24debe25005b82c5c005834b65fafbee2c0d226ae8c73844ae1d85bbde0dc0f0,5c00c168154f442323b00ff6f5a7fe7613f57d19cff67fdb9db8e2278e6ed83d,1453.3689289835381,29,0
39bb7c576a7639eeeeb890544a7d3214b6f230529473fa405378adf3ffb9c6b9,b7365a25b864f38fc55ffe725749d05a515c7813dd2ed956a8c23d2c4f19cf56,1676.7271819247267,30,1
839fee0b5f6305d614a1a613394ef6e95606b3ecab740e14da59de72a6026137,24debe25005b82c5c005834b65fafbee2c0d226ae8c73844ae1d85bbde0dc0f0,1594.1642239505586,30,0
792d62b02ec398c71bf97ab5af48de1caa392ddd7f8ec5927d56f3751c328be5,39bb7c576a7639eeeeb890544a7d3214b6f230529473fa405378adf3ffb9c6b9,1682.0598049023745,31,1
5cb5bc7a3ea022d09bb318f9039f5ac5ee49b2fdc6e3567f53530943296b7764,839fee0b5f6305d614a1a613394ef6e95606b3ecab740e14da59de72a6026137,1624.6498768201516,31,0
7d3390273e870dd10c007fade8096f6d1dabcb8249383b45e1841cf447bf3e60,5cb5bc7a3ea022d09bb318f9039f5ac5ee49b2fdc6e3567f53530943296b7764,1645.4064592593404,32,0
2d78b2aeefda5ab506390cec07a978c1c11e40c6d702bd2d9c6f17ac418986f8,7d3390273e870dd10c007fade8096f6d1dabcb8249383b45e1841cf447bf3e60,1711.9248151835482,33,1
2e48a50b11cc0930ff390711e2a54714a533f03ca4e3e6616d79e7c309383145,2d78b2aeefda5ab506390cec07a978c1c11e40c6d702bd2d9c6f17ac418986f8,1721.587805308843,34,1
da4ebddbc32c6b29c9d137aa9d713b5940a5ce78cf3c80436289ca190093ea2f,2e48a50b11cc0930ff390711e2a54714a533f03ca4e3e6616d79e7c309383145,1782.121891691244,35,1
5e1aa6c93100321a42aef8348096ae1ef9736fa9a07f118b9db769d9142374ef,da4ebddbc32c6b29c9d137aa9d713b5940a5ce78cf3c80436289ca190093ea2f,1848.9525238113802,36,1
73aa17c221a5cd48796e526186c0d517ab0bd5fd62d649ca2d6982c80af9dc5f,5e1aa6c93100321a42aef8348096ae1ef9736fa9a07f118b9db769d9142374ef,1899.422450428838,37,1
d43df6002450e40a93dec1c4bd8419d87f184a7ecbe8c407354bfb393bc86558,73aa17c221a5cd48796e526186c0d517ab0bd5fd62d649ca2d6982c80af9dc5f,1935.7726705994182,38,1
e26380824633981cf81d5f95f547f1aecfab6b4062132972276a7918e2c837ea,d43df6002450e40a93dec1c4bd8419d87f184a7ecbe8c407354bfb393bc86558,2064.2563407025737,39,1
16a50fa6a554c93f77fc11343bb5635143331d22e1a774a97093f1eed55ddcd7,d43df6002450e40a93dec1c4bd8419d87f184a7ecbe8c407354bfb393bc86558,1982.484541436699,39,0
52620924b60fabe8e36116d086bdcdf1ed86d403ef6dce754b5a51360c2028a5,e26380824633981cf81d5f95f547f1aecfab6b4062132972276a7918e2c837ea,2093.9640776254078,40,1
41a4dc716fd79282ec5c379bd96fd3f8581c2f467cd8e6084f1b30a22471e869,16a50fa6a554c93f77fc11343bb5635143331d22e1a774a97093f1eed55ddcd7,1997.351748200488,40,0
f70e9576ea31cfa69e16eb7ec829f3d716ca6de1a162b44caf4280c30ec6231d,52620924b60fabe8e36116d086bdcdf1ed86d403ef6dce754b5a51360c2028a5,2099.120908406235,41,1
e441e223c311c2de39a8794ac3cf09c6f6d12c92d37f845e1288a4b8f4cf4ce7,41a4dc716fd79282ec5c379bd96fd3f8581c2f467cd8e6084f1b30a22471e869,2059.589045197099,41,0
742ef21d4a6bd24b535c3374b0bba5c72d506edd56f059805ea782006a08ca6e,e441e223c311c2de39a8794ac3cf09c6f6d12c92d37f845e1288a4b8f4cf4ce7,2066.512533750317,42,0
ad2207ccc49a072313a420e4791a58128a060555d350a8a206fc96a21bece0bc,742ef21d4a6bd24b535c3374b0bba5c72d506edd56f059805ea782006a08ca6e,2220.001251455963,43,1
cad5891fe0fc05cc497a890473d62b23ef15aa683c44e86f2bbf8bd99165e43a,742ef21d4a6bd24b535c3374b0bba5c72d506edd56f059805ea782006a08ca6e,2103.9953639958517,43,0
1a98483ec789eca6eecef8356b0d3afe55eb908a4f0ea8ad7b9fe6ea038ca831,ad2207ccc49a072313a420e4791a58128a060555d350a8a206fc96a21bece0bc,2270.3648205985014,44,1
bfdb86f56626b692f0a953c069fdf3529b07acc3d1ead80efef7e0b59646c484,cad5891fe0fc05cc497a890473d62b23ef15aa683c44e86f2bbf8bd99165e43a,2152.5148788489796,44,0
9a454e0909281c516482c0a917de75d26b67a1e5d25a102ef3db10185e7ea997,1a98483ec789eca6eecef8356b0d3afe55eb908a4f0ea8ad7b9fe6ea038ca831,2298.0756562313595,45,1
7e381013379d4c2ce6cff7123ae41ef47998ae95d999147fe7b0fb2677cc3572,bfdb86f56626b692f0a953c069fdf3529b07acc3d1ead80efef7e0b59646c484,2206.468472693795,45,0
f568265fcefac3134fb27b5590390533868d6491ba77075816057aeb0b2f03e1,9a454e0909281c516482c0a917de75d26b67a1e5d25a102ef3db10185e7ea997,2303.088906704787,46,1
3c514ea4c2399e6b9972888942752421192704dc6d640f9c644d779e5d7dfb9b,7e381013379d4c2ce6cff7123ae41ef47998ae95d999147fe7b0fb2677cc3572,2225.30045367902,46,0
a184622bfa0608b9b26aa981f4d0489b21517af1506640e89f192975546ce022,3c514ea4c2399e6b9972888942752421192704dc6d640f9c644d779e5d7dfb9b,2230.579667430125,47,0
e67f56f5593e38f5cbb9a3ce9de0f4bdf4855a4e210f2df50b11876718ddd298,a184622bfa0608b9b26aa981f4d0489b21517af1506640e89f192975546ce022,2465.606138311878,48,1
729248d76166b79ffd3b0f88c09cd9eea274735dacfdaf314c300f738dcf8a34,a184622bfa0608b9b26aa981f4d0489b21517af1506640e89f192975546ce022,2306.0135748998755,48,0
b93c14d684ebb9f25e1ce90fe83b092f01add238d63d5c63ccf6f7629c8f9eea,e67f56f5593e38f5cbb9a3ce9de0f4bdf4855a4e210f2df50b11876718ddd298,2522.3688413464006,49,1
38bf056909a280bd8a19bc9a6b0c3f4c9f7901edbf76ebb51601df2a962f6368,729248d76166b79ffd3b0f88c09cd9eea274735dacfdaf314c300f738dcf8a34,2315.181044145043,49,0
9b3f71e1fa77d6969bcdc7b7cd12ac8dfccdd72021d9af0c1c963aefb879963b,b93c14d684ebb9f25e1ce90fe83b092f01add238d63d5c63ccf6f7629c8f9eea,2585.8862051025994,50,1
e6a12a3c9a9c775bce81d5a0391e8618f29e75c0dc422b96cf9a4770b3e991fe,38bf056909a280bd8a19bc9a6b0c3f4c9f7901edbf76ebb51601df2a962f6368,2398.341974112189,50,0
e3646d59c5d6efe3d30b3a57084a65803de7dbac42e060ac842b4f7782e0b8b5,9b3f71e1fa77d6969bcdc7b7cd12ac8dfccdd72021d9af0c1c963aefb879963b,2641.891226574039,51,1
70942312dea13162711330021691ec1822d55fdcd7c4a726c9e3fbb4c840eb4c,e6a12a3c9a9c775bce81d5a0391e8618f29e75c0dc422b96cf9a4770b3e991fe,2497.65827303539,51,0
97374fbf574bb2f5cdacce82eff38f76ef5c45a195edf8d494b1adb0f5c4c878,e3646d59c5d6efe3d30b3a57084a65803de7dbac42e060ac842b4f7782e0b8b5,2692.0730760113297,52,1
a5d4dbd7d027baf0bb476a59de5df2cc7d1c9434df84a789d8bd6649e99b8cc7,70942312dea13162711330021691ec1822d55fdcd7c4a726c9e3fbb4c840eb4c,2508.3394379610154,52,0
d8ca753fa35e33f62b05faa40a2644c3bdc8041c4da8c30e67caf9bb7b8c0db1,97374fbf574bb2f5cdacce82eff38f76ef5c45a195edf8d494b1adb0f5c4c878,2745.406968568707,53,1
8de513c27cbdb33effe86b090f1bdb97ae44776f18e62c1f546ac878c215b1f7,a5d4dbd7d027baf0bb476a59de5df2cc7d1c9434df84a789d8bd6649e99b8cc7,2580.308822299295,53,0
6e1da96bd532d866f91a99ea79116ab6ccb69a8470166a689307363bd0b86fb8,d8ca753fa35e33f62b05faa40a2644c3bdc8041c4da8c30e67caf9bb7b8c0db1,2842.573832687867,54,1
8ba273406d1f6812e7f5974003105c2d8db1bff716373bdb129d80f24371a1e5,8de513c27cbdb33effe86b090f1bdb97ae44776f18e62c1f546ac878c215b1f7,2646.773930660409,54,0
5349c5ea3706eb66bc470562942c559a81e4e34a62b8cfc88d0f029fe8866e04,6e1da96bd532d866f91a99ea79116ab6ccb69a8470166a689307363bd0b86fb8,2890.2384299618197,55,1
4dff771b6671aa863511e426051543249900192495ce2d1e5f6d98854ac8ff11,8ba273406d1f6812e7f5974003105c2d8db1bff716373bdb129d80f24371a1e5,2651.91346186276,55,0
c3e9b8bcb92f51141ee83f64c3c1aba06c0de9f39f26d8ae6d82a542ed8e11d8,5349c5ea3706eb66bc470562942c559a81e4e34a62b8cfc88d0f029fe8866e04,2917.5715909560295,56,1
1f71dd1c2f1f93bec881be19cee8dc7289b778ae2ce9d558ba347b45e367679c,4dff771b6671aa863511e426051543249900192495ce2d1e5f6d98854ac8ff11,2789.079345441767,56,0
927e0c4055cec9a140a6af00ebb4a1d7456ce1c180fbe7db55fd9a26b66392f7,1f71dd1c2f1f93bec881be19cee8dc7289b778ae2ce9d558ba347b45e367679c,2868.6274330649353,57,0
6c40067d968d6066bbedcb7e0fdc263dc8c085f8b7289124dcfd46514412aea6,927e0c4055cec9a140a6af00ebb4a1d7456ce1c180fbe7db55fd9a26b66392f7,3000.995236849774,58,1
35660aad93b9658f585af7712a678e53b6a591d66671b83c1c48edfcef763c9d,6c40067d968d6066bbedcb7e0fdc263dc8c085f8b7289124dcfd46514412aea6,3003.3919117954233,59,1
9fc1ec08ee824a8b375748e75e25dd373adfe4d35bc594a450ba749ce48f2821,35660aad93b9658f585af7712a678e53b6a591d66671b83c1c48edfcef763c9d,3187.4434779109743,60,1
2c2ce6cb47d2e9007c505edc98fbb9615cbf97020d643ffad8c8a012965f96cb,35660aad93b9658f585af7712a678e53b6a591d66671b83c1c48edfcef763c9d,3004.287719209747,60,0
f679a68df7b90d7c3001738a0aeb2fccbbcc1caf6d4bb152750aed505bd13ea7,9fc1ec08ee824a8b375748e75e25dd373adfe4d35bc594a450ba749ce48f2821,3192.4531703109033,61,1
9ea2b17cd0f3ebad2de8d92d30a5581acaf9b75dacb17117eb5585dfe8f03ab8,f679a68df7b90d7c3001738a0aeb2fccbbcc1caf6d4bb152750aed505bd13ea7,3213.65819823668,62,1
2afe16f32e7a36e70d2f3a292ef2ceba0d78e2dd7cfcb62a2eccb1bebeef52b1,9ea2b17cd0f3ebad2de8d92d30a5581acaf9b75dacb17117eb5585dfe8f03ab8,3224.53099752814,63,1
80bf249186e5ac78df26638cba1f2b6363877eab70fc5b6ec648442046695a64,2afe16f32e7a36e70d2f3a292ef2ceba0d78e2dd7cfcb62a2eccb1bebeef52b1,3312.913580809495,64,1
890c5317d5405b4615921945e70e2a7aa37d99fad30fd9da5014c18d68088357,2afe16f32e7a36e70d2f3a292ef2ceba0d78e2dd7cfcb62a2eccb1bebeef52b1,3294.934482387544,64,0
9e2448304c264b585853751ba340d98a4076dfd983a629a09a4d57105e7f2b06,80bf249186e5ac78df26638cba1f2b6363877eab70fc5b6ec648442046695a64,3414.0695640410445,65,1
8b199a25427897b76f6bbee855ecc667d1ede91054e36c271c5b0644f5bd3408,890c5317d5405b4615921945e70e2a7aa37d99fad30fd9da5014c18d68088357,3305.1345916850423,65,0
07ce69993e775979369a75cc05425bd3093eb841a873b470d97d3c0b9b832e2d,9e2448304c264b585853751ba340d98a4076dfd983a629a09a4d57105e7f2b06,3463.9160453853747,66,1
43b4f5d1e56c6228232e2e7c9f4ad5b9068169fc319e27a3595fe8dc736be637,8b199a25427897b76f6bbee855ecc667d1ede91054e36c271c5b0644f5bd3408,3306.614168573585,66,0
c4f582a82f0c2a6ebd867946349b7cd91c68ae06fec3e1e299603acf2ec5361b,07ce69993e775979369a75cc05425bd3093eb841a873b470d97d3c0b9b832e2d,3528.476610932023,67,1
cba8584a19f1d0a284255e8f84137e2046f8bf5aa8b6ca08be52c34587a536c3,43b4f5d1e56c6228232e2e7c9f4ad5b9068169fc319e27a3595fe8dc736be637,3347.928504716419,67,0
82d9e528d681b7ecebdcd2436b23763f888c7f0af6c386a96b13a91305cf84d4,c4f582a82f0c2a6ebd867946349b7cd91c68ae06fec3e1e299603acf2ec5361b,3533.0238227492323,68,1
7fd4087d0edba80d493a11ad6317ee26b5166d67975d4e0acac0b3c6d5bf56b6,cba8584a19f1d0a284255e8f84137e2046f8bf5aa8b6ca08be52c34587a536c3,3392.7914544110495,68,0
83c35903acc5e2e4ba93c61b1e86d5d58954929c4587c2db055e545796e7f275,7fd4087d0edba80d493a11ad6317ee26b5166d67975d4e0acac0b3c6d5bf56b6,3455.067218948469,69,0
aa7ea23b8016ead727d5bba8257134eaed5870d20f0115b1b0ff9673cf7eebfa,83c35903acc5e2e4ba93c61b1e86d5d58954929c4587c2db055e545796e7f275,3598.913731532011,70,1
c90e3c181622b6c32f92f15d0b74f9f55ed0c34e7536ec14bdff13d6f9213685,aa7ea23b8016ead727d5bba8257134eaed5870d20f0115b1b0ff9673cf7eebfa,3612.96980727029,71,1
61bfdde152c5161e1d71b5c4c3ad77d00048b530190c5ff95c61b2f00437dafc,aa7ea23b8016ead727d5bba8257134eaed5870d20f0115b1b0ff9673cf7eebfa,3609.021936056895,71,0
8967c6f0ea8d37f6b602969ea5e11ea19bfcf81029f564d23b4095a3b8c0a264,c90e3c181622b6c32f92f15d0b74f9f55ed0c34e7536ec14bdff13d6f9213685,3706.0068020177073,72,1
1c3cc1c5c4ca74c12f05e54a919a0eb2efa732e6d1d5145e34741647723a143e,8967c6f0ea8d37f6b602969ea5e11ea19bfcf81029f564d23b4095a3b8c0a264,3734.4879332422033,73,1
b9f1177de0e1bf9d8406c3ded3e289a7d3cdeaac1c2541303b3a5d7cc697ecb6,1c3cc1c5c4ca74c12f05e54a919a0eb2efa732e6d1d5145e34741647723a143e,3741.689035938444,74,1
05b513c2ae179f263ffbd2468988b0475878266e373aa8f3cae04273e3a8606c,b9f1177de0e1bf9d8406c3ded3e289a7d3cdeaac1c2541303b3a5d7cc697ecb6,3852.603946780538,75,1
bc5a2f2c99849b937bd1616cbaa19019f2f975a325a36607f8336a14c9c98513,b9f1177de0e1bf9d8406c3ded3e289a7d3cdeaac1c2541303b3a5d7cc697ecb6,3801.994752301379,75,0
570a1f534c3789d8a8de12bd5ebfeb2a9e9d3a4e4506b5cfd26dbf99bc78bff3,05b513c2ae179f263ffbd2468988b0475878266e373aa8f3cae04273e3a8606c,3911.721757016401,76,1
7eb9851b6b5ce6bf4c09d430e17cd27028c477c6922199676fd35fbbf3f3cbb2,bc5a2f2c99849b937bd1616cbaa19019f2f975a325a36607f8336a14c9c98513,3821.8545271390167,76,0
5ea93580a03ee9a8e096e413b3ef5d360aec79f0dfe074ac4c8cfa99612b5a07,570a1f534c3789d8a8de12bd5ebfeb2a9e9d3a4e4506b5cfd26dbf99bc78bff3,3979.7266623386795,77,1
89fefb0da93d705a1820d20b1eb02da8dd12976b02f23ba9d8558e84bb03b9d7,7eb9851b6b5ce6bf4c09d430e17cd27028c477c6922199676fd35fbbf3f3cbb2,3824.3903458863233,77,0
08c3b81101c1d2b42f7f8ea024c410a9da5e4d2602ea208a46376ff8b2d61968,5ea93580a03ee9a8e096e413b3ef5d360aec79f0dfe074ac4c8cfa99612b5a07,4107.83070280606,78,1
8296c7ba910082886ced32b79e594ac571eb5f355a0e49c29170821891e16286,89fefb0da93d705a1820d20b1eb02da8dd12976b02f23ba9d8558e84bb03b9d7,3840.7031565881275,78,0
3e3ad2647b1819682d3353b2cefe803ce5dcf0446a3e494e635fcd5c38bb2be8,08c3b81101c1d2b42f7f8ea024c410a9da5e4d2602ea208a46376ff8b2d61968,4274.779562298308,79,1
7df498d756884116c6bb4967e8d093da3ece1b4b10c13798c6a81521a89e800f,8296c7ba910082886ced32b79e594ac571eb5f355a0e49c29170821891e16286,3876.767317693482,79,0
ea9e3092730ac7ab3d2cd357a48b3f6144bc8b4aa1db7984be9a2e9be09402b4,3e3ad2647b1819682d3353b2cefe803ce5dcf0446a3e494e635fcd5c38bb2be8,4335.075535217911,80,1
7f495dc89e4c8312735ff02c969e683f87afacb9642edc2397b7b19c82739eff,7df498d756884116c6bb4967e8d093da3ece1b4b10c13798c6a81521a89e800f,3971.5697848159953,80,0
b7ef3479307bfaad86b7be6dd4d1807fed16261f1b4a9060eb16e9b2575b11b3,ea9e3092730ac7ab3d2cd357a48b3f6144bc8b4aa1db7984be9a2e9be09402b4,4434.065348658288,81,1
b5e94ee2e0f5e5e6b0ee1a9e82b1397da3a853eb5e5fdd5171588f30cc991246,7f495dc89e4c8312735ff02c969e683f87afacb9642edc2397b7b19c82739eff,4053.638290743883,81,0
3e54cf049bdce0a8569d531ccbaf03dce33a735633959efe265009601db3f431,b7ef3479307bfaad86b7be6dd4d1807fed16261f1b4a9060eb16e9b2575b11b3,4474.254839454775,82,1
680460471b3e207686450bc43d80d24be1b6d240266f20b2586aa185c1396dec,b5e94ee2e0f5e5e6b0ee1a9e82b1397da3a853eb5e5fdd5171588f30cc991246,4085.667649792869,82,0
4d8dd0132b34a99b2be5020dab9e87dce72bd998c14e767523cba1e23bebfb42,3e54cf049bdce0a8569d531ccbaf03dce33a735633959efe265009601db3f431,4585.279275809871,83,1
551a14436eb1b9f8b529351002dc7680173b9b90f9e19d44b5dc71abb3415742,680460471b3e207686450bc43d80d24be1b6d240266f20b2586aa185c1396dec,4090.953185476537,83,0
2d0a78261248e80a3292354a8e0e6194e4207de7b5f863844fe634bbe5f4c149,4d8dd0132b34a99b2be5020dab9e87dce72bd998c14e767523cba1e23bebfb42,4587.04710247898,84,1
4d476091b7fe06c6a07c91b9dde4d0e912c0c881f2e844907ae99cf672bb1f91,551a14436eb1b9f8b529351002dc7680173b9b90f9e19d44b5dc71abb3415742,4120.026261809811,84,0
ba6ba6c62b4fe84d566d0b0d7221b3d099f4566e4185890a70c4f710889d1a0c,2d0a78261248e80a3292354a8e0e6194e4207de7b5f863844fe634bbe5f4c149,4614.382985507256,85,1
2ab23866a5ae79e20c7e0fd6ad4ff3ed7bf1630d6c7035b4b6991e99120052f7,4d476091b7fe06c6a07c91b9dde4d0e912c0c881f2e844907ae99cf672bb1f91,4197.634072769915,85,0
7cd375dddb7b25a5eb7d9dc6f75dd5f6a4a23c91cded527afbd308d61c402d0b,ba6ba6c62b4fe84d566d0b0d7221b3d099f4566e4185890a70c4f710889d1a0c,4662.095951549555,86,1
9934b82886256eca43b4d17b5225d4779a27034f39e084f77607ffea4a9879b0,2ab23866a5ae79e20c7e0fd6ad4ff3ed7bf1630d6c7035b4b6991e99120052f7,4278.414437671037,86,0
