00000000,none,0.0,0,Genesis
fce287e10af3a282fee0cbcb9188ccd7c9317c665d2df002b67cc98a4c899d08,e17285ad61c90831b2f52fc17eb65f371ce71e3b99287276ff649f5c284fed97,5461.997837720259,23,49
7a454f0b2322a3e0d83db9432c3aa77f9659c62ecc3f6255d41bf511e5844a6f,2dc84435ef7a9d9b130469aa1d142efcc547c947d2225bfdac5ea114045d1827,5691.1295450676025,24,0
99e89e0a4388044fb4bda82bb613fa984297981d9939709f5f6c669a90b7665d,fce287e10af3a282fee0cbcb9188ccd7c9317c665d2df002b67cc98a4c899d08,5615.0141382872525,24,49
268de66c348503e323b5144eadab6058f9e52bf03a61d20c83eaa2d26168caa2,7a454f0b2322a3e0d83db9432c3aa77f9659c62ecc3f6255d41bf511e5844a6f,5875.255982843036,25,0
84edfd3a6f7615feb36b7f12f43b119e852f2c76d6604231b62a3a9051b84d40,99e89e0a4388044fb4bda82bb613fa984297981d9939709f5f6c669a90b7665d,5664.987540920404,25,49
1fa9ed6f272b9b4b4f59be06331a2c33431c680d97bd2af04eca5c49205e78dd,268de66c348503e323b5144eadab6058f9e52bf03a61d20c83eaa2d26168caa2,6105.417433127274,26,0
827b82ede5c26130c0bde876f2d8530276d9391d15f63a5d41b31cef306b5a50,84edfd3a6f7615feb36b7f12f43b119e852f2c76d6604231b62a3a9051b84d40,6142.807141960161,26,68
19e42df00a6e9c78c8081127808aea0f49e29382936d48d51083ac6ee71cd816,1fa9ed6f272b9b4b4f59be06331a2c33431c680d97bd2af04eca5c49205e78dd,6266.6824893946605,27,11
43a12d045f095ed6d0b211876dd628e2dac8602aff9a1f369eb970f521232fe8,1fa9ed6f272b9b4b4f59be06331a2c33431c680d97bd2af04eca5c49205e78dd,6366.870538474769,27,86
7bd6b99c8043c1aa3b134eb77dff52099006d35a2130e59bdabd8063df4b2a29,1fa9ed6f272b9b4b4f59be06331a2c33431c680d97bd2af04eca5c49205e78dd,6535.845323379195,27,43
7ebc61922546b9e8db75bd13954fd49967b3510d777436c925a099e051a30685,19e42df00a6e9c78c8081127808aea0f49e29382936d48d51083ac6ee71cd816,6500.012772115094,28,7
f48f5bb0aa8100db7674b46e4cd6f81dc3b78bf39361c83a1056051ebd1fc2a9,43a12d045f095ed6d0b211876dd628e2dac8602aff9a1f369eb970f521232fe8,6652.2541780153915,28,87
ff21dcd959e78ebb5b8f7e15f66ee87435a7fe9fbbe11850db6d283ba8ee8b26,7bd6b99c8043c1aa3b134eb77dff52099006d35a2130e59bdabd8063df4b2a29,6702.201709706411,28,49
1f6b974fbfc243c90ed075d11826bdeda95986d85f9fff004e104247b6a40fe4,7ebc61922546b9e8db75bd13954fd49967b3510d777436c925a099e051a30685,6708.553827854048,29,0
6b53b5bfe9c983b807d8ead16a1bcec6bf9688b5a9ab15309d880639b553d874,7ebc61922546b9e8db75bd13954fd49967b3510d777436c925a099e051a30685,6665.7892569914775,29,10
27e61f5aac8a3a94c0416cffda8d2d01581aa92658f16ea1817edac6b494c0b9,ff21dcd959e78ebb5b8f7e15f66ee87435a7fe9fbbe11850db6d283ba8ee8b26,7081.82695535071,29,49
728a0d8b273227f89e96dfddcf38da3546aa0ce79edf804eedbf3f669ab31137,1f6b974fbfc243c90ed075d11826bdeda95986d85f9fff004e104247b6a40fe4,6754.95824440934,30,21
7c0d0ff8f32f04d28d846b14a2c83e3f69313f05e498e554b7c252af59469f5a,1f6b974fbfc243c90ed075d11826bdeda95986d85f9fff004e104247b6a40fe4,6867.881190995542,30,72
a0e49fc4a1d1df8ad3cabe7f49b45c0b68339db5d49647ef7568a7cef30a88a6,728a0d8b273227f89e96dfddcf38da3546aa0ce79edf804eedbf3f669ab31137,6924.664887748386,31,0
941a85816b71791e7710d37613a8c5ae270a22d3787df8e0a15f101d5a281265,728a0d8b273227f89e96dfddcf38da3546aa0ce79edf804eedbf3f669ab31137,6967.037396340228,31,27
34c15c6a9da070806eccc424dc25bddc0ecc6248a6e4a494b7cee7477c8ffc9b,728a0d8b273227f89e96dfddcf38da3546aa0ce79edf804eedbf3f669ab31137,7180.305245231733,31,49
75edf1600361c4e3a119746fa5eb1af04aaf5ab3a6ec71d480d0fcc170b7b794,a0e49fc4a1d1df8ad3cabe7f49b45c0b68339db5d49647ef7568a7cef30a88a6,7206.07871472523,32,0
e774a122498b00234a518a87f700e882634f964d8ade71604e62fbba23365d5b,a0e49fc4a1d1df8ad3cabe7f49b45c0b68339db5d49647ef7568a7cef30a88a6,7346.1898451950765,32,60
77ae22a6f5b0ccb3f3027e161796f3bd872f205782d6c8ff595c1007ebfbdeed,34c15c6a9da070806eccc424dc25bddc0ecc6248a6e4a494b7cee7477c8ffc9b,7321.895525527593,32,49
cd2a7c8618c2a3a80f3dcbaf2c1f27407af0135c955dcc1ccd743a9268097440,75edf1600361c4e3a119746fa5eb1af04aaf5ab3a6ec71d480d0fcc170b7b794,7378.673102006632,33,9
6c38de9d090899a449a43e5d1e56d7831070d1af23eb786af1bc76ce40ddcd4e,75edf1600361c4e3a119746fa5eb1af04aaf5ab3a6ec71d480d0fcc170b7b794,7501.089330249539,33,35
88a4da267d8d128442301c468868696e16347b8fa618ac9c817995584686bae1,77ae22a6f5b0ccb3f3027e161796f3bd872f205782d6c8ff595c1007ebfbdeed,7541.410901209541,33,45
78852127604f9bd53acf6a9ae6f91e842ff6335b4bbafd25f52cab1e807e9f44,cd2a7c8618c2a3a80f3dcbaf2c1f27407af0135c955dcc1ccd743a9268097440,7884.6446779089065,34,16
ed49d501f343bdd862df9742779a3cf8ff5b8efd4dd1eb334e5773342a74dffd,cd2a7c8618c2a3a80f3dcbaf2c1f27407af0135c955dcc1ccd743a9268097440,7954.220696233736,34,87
36fa63755bae21eb1867b12f831796eb7ceb12167fbd39b9ccbe96673675143e,6c38de9d090899a449a43e5d1e56d7831070d1af23eb786af1bc76ce40ddcd4e,7669.412155595265,34,34
c06628d757c9e98039b4c7fa72c9b20ab74f2e0df2524a017a526bf4a1474a07,36fa63755bae21eb1867b12f831796eb7ceb12167fbd39b9ccbe96673675143e,7929.632069860146,35,0
c5f58376867297b568b9a0949d04e12893b73f17a4b54ce52272800d3de599b2,36fa63755bae21eb1867b12f831796eb7ceb12167fbd39b9ccbe96673675143e,7945.598806681542,35,49
4824177ba9e98be942831a74f264424a4bd1aa6c9b7c17bc7e2015bd57685024,c5f58376867297b568b9a0949d04e12893b73f17a4b54ce52272800d3de599b2,8356.203818091828,36,40
6816f066760e9188c639c774ebb8c8dbc2f5d5a27ecde0c61ccf643de49cd368,c5f58376867297b568b9a0949d04e12893b73f17a4b54ce52272800d3de599b2,8652.121018182148,36,62
7cb710a35fd6fec141823e6835481b1eca982178c2412ce4866b96b28223f725,4824177ba9e98be942831a74f264424a4bd1aa6c9b7c17bc7e2015bd57685024,8781.553966957794,37,0
10edd1716a77c09fbb2a89276b290270316fcf4cd64bbc25b8757d775427543f,4824177ba9e98be942831a74f264424a4bd1aa6c9b7c17bc7e2015bd57685024,8838.366953664907,37,90
0eac5f009b45a521e0d3720dde6cf3566e60fa060db89fd26feaad47c79f1d5f,4824177ba9e98be942831a74f264424a4bd1aa6c9b7c17bc7e2015bd57685024,8848.186079568697,37,49
1f8a9d389f6c5adb34774544d127ac73ac0ca34d1ccbea400839e32542515a9a,7cb710a35fd6fec141823e6835481b1eca982178c2412ce4866b96b28223f725,9293.300256645309,38,12
83e37b2810d6dd123b9fc1e7d10289b84549619566ff0869e8b93a12e130e70b,0eac5f009b45a521e0d3720dde6cf3566e60fa060db89fd26feaad47c79f1d5f,9019.47624813926,38,49
84fababe92bbd2351f26a785fe268b216255d970892751aa8285b86950c8bd35,1f8a9d389f6c5adb34774544d127ac73ac0ca34d1ccbea400839e32542515a9a,9459.514663805185,39,81
4892084e3df9e86134bf95ac1add5266fff919150de052b08417193b2852dd70,83e37b2810d6dd123b9fc1e7d10289b84549619566ff0869e8b93a12e130e70b,9242.557379741233,39,45
d093d6a72f6a1b6b2485cb873f7275c4855364c517ae2fbd2310a5d8c2114598,84fababe92bbd2351f26a785fe268b216255d970892751aa8285b86950c8bd35,9597.276203183896,40,0
711be56e4be4ff0bf867c208a99968d993c1e871dd9a5ff73d1dd8315b5d2c67,84fababe92bbd2351f26a785fe268b216255d970892751aa8285b86950c8bd35,9620.07234981035,40,75
58b690dc44283163f560ee239a5ea67aff64980ce3cd246df26f9ea4192ba303,4892084e3df9e86134bf95ac1add5266fff919150de052b08417193b2852dd70,9434.689151114117,40,49
0cf24905d05d62871fc64baa456abc44cf41e032166c418f34ef00f1292e2e40,d093d6a72f6a1b6b2485cb873f7275c4855364c517ae2fbd2310a5d8c2114598,9921.100791710045,41,0
